,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,BollingerB_10,Bollinger%b_10
139,2014-09-26,2430.808,2439.649,2437.201,2420.499,100299496.0,0.23600000000000002,0.01,2418.882,2415.5570000000002,2412.971,113589827.2,121994805.6,115949398.4,0.03803895661958867,0.7355579210302852
140,2014-09-29,2443.91,2453.665,2447.799,2435.611,123401728.0,10.597999999999999,0.43,2432.658,2416.618,2418.447,117821998.4,122110262.4,118958913.6,0.04020285843189002,0.8209440532000771
141,2014-09-30,2452.166,2454.885,2450.988,2444.2039999999997,115804232.0,3.1889999999999996,0.13,2442.9629999999997,2422.84,2423.23,124176176.0,115016407.2,120883081.6,0.040168936212833115,0.7892227670381371
142,2014-10-08,2460.87,2478.383,2478.383,2445.268,121953600.0,27.395,1.12,2450.2670000000003,2430.5460000000003,2427.826,120024188.8,114684864.8,121258924.8,0.04705039416683861,0.9183113054640754
143,2014-10-09,2480.197,2488.113,2481.955,2461.112,137923920.0,3.572,0.14,2459.265,2437.875,2431.482,119876595.2,116884619.2,121668410.4,0.05183736833650911,0.8488102294679474
144,2014-10-10,2472.096,2482.136,2466.7889999999998,2457.6839999999997,147634304.0,-15.165999999999999,-0.61,2465.183,2442.033,2433.51,129343556.8,121466692.0,123486510.8,0.053177582544313914,0.6906371090671275
145,2014-10-13,2457.4120000000003,2460.389,2454.946,2430.5460000000003,131593360.0,-11.843,-0.48,2466.612,2449.635,2433.795,130981883.2,124401940.8,123388590.8,0.038838487310602327,0.5558208218119037
146,2014-10-14,2451.094,2467.904,2446.562,2436.3360000000002,127393704.0,-8.384,-0.34,2465.7270000000003,2454.345,2433.862,133299777.6,128737976.8,123848558.8,0.026401276708105752,0.37988489758712557
147,2014-10-15,2444.538,2465.498,2463.874,2431.188,135801888.0,17.312,0.71,2462.825,2456.5460000000003,2435.4339999999997,136069435.2,128046812.0,125179877.2,0.025736432017323486,0.6159045094170531
148,2014-10-16,2448.968,2480.3,2444.395,2441.822,158166608.0,-19.479,-0.79,2455.313,2457.2889999999998,2436.481,140117972.8,129997284.0,126439078.4,0.024308899078207047,0.2841396684824138
149,2014-10-17,2443.222,2456.105,2441.732,2410.401,132759984.0,-2.6630000000000003,-0.11,2450.302,2457.742,2436.65,137143108.8,133243332.8,127619069.2,0.023293061593184335,0.22033600932024203
150,2014-10-20,2448.453,2456.621,2454.7110000000002,2441.896,91435400.0,12.979000000000001,0.53,2450.255,2458.4339999999997,2437.526,129111516.8,130046700.0,126078481.2,0.02268209379847251,0.433243570661976
151,2014-10-21,2453.406,2459.255,2433.391,2432.552,96241912.0,-21.32,-0.87,2447.621,2456.674,2439.757,122881158.4,128090468.0,121553437.6,0.025971024090081084,0.13507918316952225
152,2014-10-22,2434.886,2447.467,2418.641,2417.562,88656192.0,-14.75,-0.61,2438.574,2450.7,2440.623,113452019.2,124760727.2,119722796.0,0.029339460497886428,0.05413606024418762
153,2014-10-23,2415.44,2424.6620000000003,2395.936,2392.532,103491840.0,-22.705,-0.94,2428.882,2442.098,2439.986,102517065.6,121317519.2,119101069.2,0.03534261854311291,-0.03483526627245184
154,2014-10-24,2397.848,2404.993,2390.706,2385.725,74974872.0,-5.23,-0.22,2418.677,2434.489,2438.261,90960043.2,114051576.0,117759134.0,0.041141655483210075,0.06286071998268934
155,2014-10-27,2377.542,2377.542,2368.8320000000003,2361.68,73862448.0,-21.874000000000002,-0.92,2401.501,2425.8779999999997,2437.757,87445452.8,108278484.8,116340212.8,0.051541482534696474,0.04375372128152085
156,2014-10-28,2373.155,2416.766,2416.653,2373.155,101523056.0,47.821000000000005,2.02,2398.154,2422.887,2438.616,88501681.6,105691420.0,117214698.4,0.05032102656742626,0.4488681984750457
157,2014-10-29,2423.813,2461.268,2451.384,2415.703,158584064.0,34.731,1.44,2404.702,2421.638,2439.092,102487256.0,107969637.6,118008224.8,0.04761301177184578,0.7579836714372057
158,2014-10-30,2450.361,2474.376,2468.925,2443.759,189626352.0,17.541,0.72,2419.3,2424.091,2440.69,119714158.4,111115612.0,120556448.0,0.05257396186087856,0.8517927427381327
159,2014-10-31,2473.501,2512.189,2508.325,2466.504,239172416.0,39.4,1.6,2442.824,2430.75,2444.246,152553667.2,121756855.2,127500094.0,0.06824000378583531,0.9676706730162903
160,2014-11-03,2515.824,2524.172,2512.548,2502.06,205801232.0,4.223,0.17,2471.567,2436.534,2447.484,178941424.0,133193438.4,131620069.2,0.07978807340279923,0.8910052087126992
161,2014-11-04,2511.036,2517.46,2513.172,2498.605,218247008.0,0.624,0.03,2490.871,2444.512,2450.593,202286214.4,145393948.0,136742208.0,0.08876768050010429,0.8164138266571495
162,2014-11-05,2516.87,2519.399,2503.448,2499.228,190491856.0,-9.724,-0.39,2501.284,2452.993,2451.846,208667772.8,155577514.4,140169120.8,0.09187650184658944,0.723874345299527
163,2014-11-06,2505.167,2510.985,2506.067,2482.9829999999997,149651120.0,2.6189999999999998,0.1,2508.712,2464.006,2453.052,200672726.4,160193442.4,140755480.8,0.08878295647274183,0.6922685406092716
164,2014-11-07,2508.765,2541.549,2502.153,2489.419,208760912.0,-3.9139999999999997,-0.16,2507.478,2475.151,2454.82,194590425.6,173572046.4,143811811.2,0.07946265478270065,0.6372890947740387
165,2014-11-10,2529.83,2565.73,2565.73,2514.71,226599728.0,63.577,2.54,2518.114,2494.841,2460.359,198750124.8,188845774.4,148562129.6,0.06498120023072605,0.9372717281912674
166,2014-11-11,2578.438,2602.373,2558.612,2532.572,323711648.0,-7.117999999999999,-0.28,2527.202,2509.036,2465.962,219843052.8,211064633.6,158378026.8,0.05502621279119005,0.8590801466302171
167,2014-11-12,2545.403,2594.3179999999998,2594.3179999999998,2539.601,184686256.0,35.705999999999996,1.4,2545.376,2523.33,2472.484,218681932.8,213674852.8,160822245.2,0.05937920188577491,0.9737811650874234
168,2014-11-13,2597.389,2607.519,2579.75,2567.4629999999997,219815616.0,-14.568,-0.56,2560.113,2534.4120000000003,2479.252,232714832.0,216693779.2,163904695.6,0.0567186297846832,0.8153962215834907
169,2014-11-14,2569.2110000000002,2581.9320000000002,2581.093,2557.666,165049968.0,1.3430000000000002,0.05,2575.901,2541.689,2486.22,223972643.2,209281534.4,165519194.8,0.058866579302684185,0.7633588892165046
170,2014-11-17,2613.513,2614.0860000000002,2567.101,2565.9429999999998,158478096.0,-13.992,-0.54,2576.175,2547.144,2491.839,210348316.8,204549220.8,168871329.6,0.0575600113862567,0.6361169205467457
171,2014-11-18,2565.2729999999997,2570.2110000000002,2541.416,2534.927,142941360.0,-25.685,-1.0,2572.736,2549.969,2497.241,174194259.2,197018656.0,171206302.0,0.054565894147194295,0.4385315625031913
172,2014-11-19,2538.2329999999997,2550.5,2537.223,2531.3179999999998,122146976.0,-4.1930000000000005,-0.17,2561.317,2553.346,2503.17,161686403.2,190184168.0,172880841.2,0.04891442722568393,0.37090564797046854
173,2014-11-20,2528.78,2545.473,2537.099,2522.8360000000002,106149864.0,-0.124,-0.01,2552.786,2556.449,2510.228,138953252.8,185834042.4,173013742.4,0.04271263778538438,0.32278577475982256
174,2014-11-21,2537.538,2585.362,2583.455,2530.032,151028144.0,46.356,1.83,2553.259,2564.58,2519.865,136148888.0,180060765.6,176816406.0,0.03216222138315423,0.7288398348459081
175,2014-11-24,2614.16,2667.671,2649.258,2602.944,279839712.0,65.803,2.55,2569.69,2572.933,2533.886,160421211.2,185384764.0,187115269.2,0.052588776079021106,1.064089741559983
176,2014-11-25,2650.085,2686.063,2685.5609999999997,2643.843,222611696.0,36.303000000000004,1.37,2598.519,2585.627,2547.3320000000003,176355278.4,175274768.8,193169701.2,0.07502402286201854,1.0151636879826427
177,2014-11-26,2695.263,2723.36,2723.018,2690.31,243962480.0,37.457,1.4,2635.678,2598.4970000000003,2560.9139999999998,200718379.2,181202391.2,197438622.0,0.1004335069458053,0.9771339180230788
178,2014-11-27,2737.03,2754.49,2754.49,2718.704,265464736.0,31.471999999999998,1.16,2679.156,2615.971,2575.192,232581353.6,185767303.2,201230541.2,0.12405460455153505,0.9268371517479083
179,2014-11-28,2753.925,2809.5429999999997,2808.8190000000004,2740.3740000000003,375323648.0,54.32899999999999,1.97,2724.2290000000003,2638.744,2590.217,277440454.4,206794671.2,208038102.8,0.15161057667713074,0.9251221379566557
180,2014-12-01,2825.611,2855.3320000000003,2819.812,2808.653,365487424.0,10.993,0.39,2758.34,2664.015,2605.58,294569996.8,227495604.0,216022412.4,0.16697002116686924,0.8502544224728136
181,2014-12-02,2807.3379999999997,2944.506,2923.94,2804.2929999999997,361465312.0,104.12799999999999,3.69,2806.0159999999996,2702.268,2626.118,322340720.0,249347999.2,223183327.6,0.190582721875752,0.9304274458929628
182,2014-12-03,2936.1240000000003,3028.225,2967.5490000000004,2912.2459999999996,466156672.0,43.608999999999995,1.49,2854.922,2745.3,2649.323,366779558.4,283748968.8,236966568.4,0.2024812322207716,0.8998204642958584
183,2014-12-04,2975.403,3104.89,3104.3509999999997,2968.8759999999997,426812928.0,136.80200000000002,4.61,2924.8940000000002,2802.025,2679.237,399049196.8,315815275.2,250824658.8,0.2268150934499673,0.9756977129447743
184,2014-12-05,3143.968,3195.798,3124.885,3011.9359999999997,524881248.0,20.534000000000002,0.66,2988.107,2856.1679999999997,2710.3740000000003,428960716.8,353200585.6,266630675.6,0.2354357730980036,0.8996118983157533
185,2014-12-08,3108.272,3270.881,3252.881,3075.7,484462336.0,127.99600000000001,4.1,3074.7209999999995,2916.531,2744.732,452755699.2,373662848.0,279523806.0,0.26360775925020336,0.9374890844298945
186,2014-12-09,3233.097,3387.827,3106.913,3074.5159999999996,632874560.0,-145.968,-4.49,3111.316,2958.6659999999997,2772.147,507037548.8,414689134.4,294981951.6,0.24585608011226742,0.7038025599203289
187,2014-12-10,3120.212,3229.047,3221.546,3058.191,425018720.0,114.633,3.69,3162.115,3008.5190000000002,2803.508,498809958.4,432794758.4,306998574.8,0.2371574353775707,0.7985698986896163
188,2014-12-11,3185.1609999999996,3254.4240000000004,3183.012,3158.4429999999998,367091680.0,-38.534,-1.2,3177.847,3051.3709999999996,2833.671,486865708.8,442957452.8,314362378.0,0.2113320908267783,0.7041415447647036
189,2014-12-12,3182.923,3239.447,3193.2270000000003,3167.928,301065312.0,10.215,0.32,3191.5159999999996,3089.812,2864.278,442102521.6,435531619.2,321163145.2,0.18329534053435043,0.682600428227681
190,2014-12-15,3176.829,3226.2209999999995,3217.228,3143.297,2901938.25,24.000999999999998,0.75,3217.228,3217.228,3217.228,2901938.25,2901938.25,2901938.25,0.13998908954326594,0.7001235767239578
191,2014-12-16,3221.3579999999997,3303.402,3303.402,3207.688,3581238.5,86.17399999999999,2.68,3260.315,3260.315,3260.315,3241588.38,3241588.38,3241588.38,0.12017920682496115,0.8570112410752192
192,2014-12-17,3325.82,3368.1940000000004,3360.598,3275.736,4481407.5,57.196000000000005,1.73,3293.743,3293.743,3293.743,3654861.42,3654861.42,3654861.42,0.10466560475422582,0.9582074024145254
193,2014-12-18,3359.09,3393.711,3345.927,3322.2290000000003,3559702.0,-14.671,-0.44,3306.789,3306.789,3306.789,3631071.56,3631071.56,3631071.56,0.10633166623674123,0.8346351561760357
194,2014-12-19,3345.6290000000004,3397.183,3383.167,3280.9159999999997,4112116.0,37.24,1.11,3322.0640000000003,3322.0640000000003,3322.0640000000003,3727280.45,3727280.45,3727280.45,0.10957462154121142,0.8541342646863143
195,2014-12-22,3396.2509999999997,3455.2070000000003,3394.4809999999998,3357.6609999999996,5498016.5,11.314,0.33,3357.515,3334.134,3334.134,4246496.1,4022403.13,4022403.13,0.12131521715802046,0.8113052226885354
196,2014-12-23,3358.798,3431.7790000000005,3324.9240000000004,3316.913,3697361.0,-69.557,-2.05,3361.8190000000004,3332.8179999999998,3332.8179999999998,4269720.6,3975968.54,3975968.54,0.09904244077146032,0.5986526164618734
197,2014-12-24,3332.1459999999997,3340.357,3230.385,3188.495,3174495.75,-94.539,-2.84,3335.777,3320.014,3320.014,4008338.25,3875784.44,3875784.44,0.09802743114923683,0.3040983416940288
198,2014-12-25,3254.48,3335.7790000000005,3335.4190000000003,3226.322,3097995.5,105.03399999999999,3.25,3333.675,3321.7259999999997,3321.7259999999997,3915996.95,3789363.44,3789363.44,0.08625740219350288,0.5929986060507385
199,2014-12-26,3343.64,3453.3379999999997,3445.8390000000004,3335.012,3846141.25,110.42,3.31,3346.21,3334.137,3334.137,3862802.0,3795041.23,3795041.23,0.08466745552573239,0.8956953983533046
200,2014-12-29,3502.183,3524.28,3455.455,3405.836,4250150.5,9.616,0.28,3358.4040000000005,3357.96,3345.1659999999997,3613228.8,3929862.45,3836414.8,0.07961193598151171,0.8646951729953272
201,2014-12-30,3450.8140000000003,3491.8259999999996,3457.554,3422.1740000000004,3282338.75,2.099,0.06,3384.93,3373.375,3354.532,3530224.35,3899972.48,3790241.79,0.08362785181281794,0.7983930667715122
202,2014-12-31,3462.389,3542.34,3533.705,3452.498,3459347.5,76.15100000000001,2.2,3445.594,3390.6859999999997,3368.3140000000003,3587194.7,3797766.48,3764788.38,0.10202318487468004,0.913436250216238
203,2015-01-05,3566.0890000000004,3669.042,3641.5409999999997,3551.51,4511981.0,107.836,3.05,3506.8190000000004,3420.2470000000003,3387.83,3869991.8,3892994.38,3818159.29,0.13476061718619275,0.9801193140958706
204,2015-01-06,3608.428,3683.2259999999997,3641.059,3587.2309999999998,4209622.0,-0.48200000000000004,-0.01,3545.863,3446.0359999999996,3404.712,3942687.95,3902744.98,3844256.8,0.15487885065395587,0.8654041159766059
205,2015-01-07,3620.9240000000004,3671.19,3643.79,3601.698,3201912.25,2.7310000000000003,0.07,3583.53,3470.967,3419.655,3733040.3,3673134.55,3804110.27,0.16764661545145557,0.796999693523301
206,2015-01-08,3650.073,3659.945,3559.259,3552.1,2950030.5,-84.531,-2.32,3603.8709999999996,3494.401,3427.867,3666578.65,3598401.5,3753870.28,0.1579871293332496,0.6174821353459139
207,2015-01-09,3547.574,3689.7529999999997,3546.723,3536.395,3499826.75,-12.536,-0.35,3606.474,3526.034,3434.47,3674674.5,3630934.6,3739756.75,0.1162224891262482,0.5504840729345857
208,2015-01-12,3531.515,3560.527,3513.5759999999996,3461.322,2665671.75,-33.147,-0.94,3580.881,3543.85,3438.633,3305412.65,3587702.23,3683225.96,0.08832644479440818,0.40328248099589864
209,2015-01-13,3506.4509999999996,3550.158,3514.04,3494.768,1871539.62,0.46399999999999997,0.01,3555.478,3550.67,3442.4040000000005,2837796.17,3390242.06,3592641.64,0.08047825951085064,0.371811112264343
210,2015-01-14,3522.907,3547.242,3502.423,3471.56,1960125.12,-11.617,-0.33,3527.204,3555.367,3456.663,2589438.75,3161239.52,3545550.99,0.07403359105699232,0.29885766054163987
211,2015-01-15,3501.719,3604.1209999999996,3604.1209999999996,3482.27,2378123.5,101.698,2.9,3536.177,3570.0240000000003,3471.699,2475057.35,3070818.0,3485395.24,0.06429183656968193,0.6485569790748408
212,2015-01-16,3616.248,3662.158,3635.1459999999997,3601.258,2826816.25,31.025,0.86,3553.861,3580.1679999999997,3485.427,2340455.25,3007564.87,3402665.67,0.06612551045987905,0.7322298795955972
213,2015-01-19,3414.013,3497.252,3355.155,3330.9809999999998,3295052.75,-279.991,-7.7,3522.177,3551.5290000000005,3485.888,2466331.45,2885872.05,3389433.21,0.09946165215024017,-0.055921371486182515
214,2015-01-20,3336.7929999999997,3419.204,3396.222,3325.6809999999996,2978432.25,41.067,1.22,3498.613,3527.046,3486.5409999999997,2687709.97,2762753.07,3332749.02,0.10712267898574268,0.1537472140441358
215,2015-01-21,3420.491,3557.7940000000003,3548.885,3409.43,3379282.0,152.66299999999998,4.5,3507.906,3517.555,3494.261,2971541.35,2780490.05,3226812.3,0.0975609540832279,0.5912942571919755
216,2015-01-22,3551.052,3576.756,3567.613,3520.053,2688536.0,18.727999999999998,0.53,3500.6040000000003,3518.39,3506.3959999999997,3033623.85,2754340.6,3176371.05,0.09809540163992464,0.6426171893356903
217,2015-01-23,3582.0879999999997,3627.8059999999996,3571.732,3548.6259999999997,2801721.75,4.119,0.12,3487.921,3520.8909999999996,3523.4629999999997,3028604.95,2684530.1,3157732.35,0.09946354184149706,0.6451760527383279
218,2015-01-26,3580.118,3611.617,3607.985,3559.3759999999997,2397662.0,36.253,1.01,3538.487,3530.3320000000003,3537.091,2849126.8,2657729.12,3122715.67,0.10386224312152596,0.7117794657360084
219,2015-01-27,3614.038,3616.258,3574.9309999999996,3510.0170000000003,2876691.75,-33.054,-0.92,3574.2290000000003,3536.421,3543.546,2828778.7,2758244.34,3074243.2,0.10460668140371487,0.604099037290176
220,2015-01-28,3547.239,3583.312,3525.323,3512.393,2162202.25,-49.608000000000004,-1.39,3569.5170000000003,3538.711,3547.039,2585362.75,2778452.05,2969845.79,0.10379953773883488,0.4635510616602566
221,2015-01-29,3474.915,3505.5820000000003,3481.798,3453.901,2116188.5,-43.525,-1.24,3552.3540000000003,3526.4790000000003,3548.2509999999997,2470893.25,2752258.55,2911538.27,0.10240481981895783,0.37627393958614014
222,2015-01-30,3496.885,3514.217,3434.39,3431.9359999999997,1964791.62,-47.408,-1.36,3524.885,3506.403,3543.2859999999996,2303507.22,2666056.09,2836810.48,0.09768919833139555,0.28976506181642075
223,2015-02-02,3360.1929999999998,3407.256,3353.96,3347.085,1951837.0,-80.43,-2.34,3474.08,3506.284,3528.907,2214342.22,2531734.51,2708803.28,0.09796064604840138,0.05652480596279965
224,2015-02-03,3388.6020000000003,3441.7090000000003,3437.445,3360.717,1928461.0,83.485,2.49,3446.583,3510.406,3518.7259999999997,2024696.07,2426737.39,2594745.23,0.09211576434091355,0.27436802999310816
225,2015-02-04,3446.1440000000002,3476.817,3401.768,3399.565,1913043.5,-35.677,-1.04,3421.8720000000003,3495.695,3506.625,1974864.32,2280113.54,2530301.79,0.09870982339276853,0.22779613129761322
226,2015-02-05,3487.9509999999996,3487.9509999999996,3366.946,3366.862,2504306.0,-34.821999999999996,-1.02,3398.902,3475.6279999999997,3497.009,2052487.82,2261690.54,2508015.57,0.10460470123432086,0.2010680349923711
227,2015-02-06,3352.33,3374.051,3312.42,3285.935,1926641.88,-54.526,-1.62,3374.508,3449.697,3485.2940000000003,2044857.88,2174182.55,2429356.32,0.11270406094581316,0.14691761720243662
228,2015-02-09,3305.7340000000004,3376.526,3345.921,3298.597,1723538.25,33.501,1.01,3372.9,3423.49,3476.9109999999996,1999198.13,2106770.17,2382249.65,0.09843149262474005,0.26981015918834966
229,2015-02-10,3345.077,3407.18,3406.9429999999998,3339.548,1593090.88,61.022,1.82,3366.8,3406.691,3471.5559999999996,1932124.1,1978410.09,2368327.21,0.07668799853667546,0.5009630535561566
230,2015-02-11,3415.9770000000003,3445.655,3434.1240000000003,3412.136,1446137.75,27.180999999999997,0.8,3373.2709999999997,3397.571,3468.1409999999996,1838742.95,1906803.64,2342627.84,0.061098772264096685,0.6760824195789841
231,2015-02-12,3435.361,3453.5820000000003,3442.8740000000003,3405.627,1560816.88,8.75,0.26,3388.4559999999997,3393.679,3460.079,1650045.13,1851266.48,2301762.51,0.05422166641934282,0.767347697066968
232,2015-02-13,3458.827,3509.505,3469.828,3452.079,2010899.75,26.954,0.78,3419.938,3397.223,3451.813,1666896.7,1855877.29,2260966.69,0.05960226521256717,0.8585752578447418
233,2015-02-16,3473.289,3504.475,3499.4829999999997,3466.607,1656413.38,29.655,0.85,3450.65,3411.775,3459.03,1653471.73,1826334.93,2179034.72,0.06715648085340248,0.8827981934379971
234,2015-02-17,3511.5440000000003,3536.82,3522.322,3511.093,1653283.12,22.839000000000002,0.65,3473.7259999999997,3420.263,3465.335,1665510.18,1798817.14,2112777.26,0.07832741081765252,0.8809592068416161
235,2015-02-24,3511.5440000000003,3536.82,3522.322,3511.093,1653283.12,22.839000000000002,0.65,3473.7259999999997,3420.263,3465.335,1665510.18,1798817.14,2112777.26,0.08598290649265379,0.8049725043018244
236,2015-02-25,3529.55,3529.55,3478.7290000000003,3463.955,1655393.5,-43.593,-1.24,3482.647,3427.9590000000003,3461.827,1707361.33,1773052.14,2026582.84,0.08270440116151453,0.6237126039066803
237,2015-02-26,3473.7129999999997,3569.33,3566.295,3456.8709999999996,2293284.5,87.566,2.52,3507.3309999999997,3447.8940000000002,3461.761,1853854.85,1751949.99,2006820.26,0.07401047040873832,0.8794238282403204
238,2015-02-27,3565.2329999999997,3594.813,3572.843,3560.455,2227864.5,6.547999999999999,0.18,3527.934,3473.9359999999997,3461.816,1897247.8,1782072.25,1978127.4,0.063457098932331,0.8667844152946884
239,2015-03-02,3603.452,3608.691,3601.265,3566.527,2481761.25,28.421999999999997,0.8,3548.2909999999997,3499.4709999999995,3461.48,2062317.37,1857894.55,1982332.36,0.06434236117488866,0.8995302004950304
240,2015-03-03,3579.315,3579.315,3507.9,3504.2009999999996,2618665.0,-93.365,-2.59,3545.406,3509.566,3458.1290000000004,2255393.75,1960451.96,1969431.03,0.0565410863572499,0.44728838164355716
241,2015-03-04,3514.667,3540.9120000000003,3530.822,3497.172,1996639.75,22.921999999999997,0.65,3555.825,3519.236,3458.4040000000005,2323643.0,2015502.16,1961152.9,0.047725621439229,0.521629838685149
242,2015-03-05,3513.2490000000003,3517.083,3496.344,3467.676,2175088.0,-34.478,-0.98,3541.835,3524.583,3459.131,2300003.7,2076929.28,1964097.88,0.04393892069948162,0.2840803274232054
243,2015-03-06,3501.184,3516.243,3478.52,3472.3920000000003,1815180.5,-17.824,-0.51,3522.97,3525.452,3461.3379999999997,2217466.9,2057357.35,1956617.32,0.0465960438790874,0.200592323209199
244,2015-03-09,3449.696,3546.705,3537.75,3417.486,2339404.0,59.23,1.7,3510.2670000000003,3529.2790000000005,3470.527,2188995.45,2125656.41,1975995.67,0.04664787794765393,0.5514537222281664
245,2015-03-10,3523.64,3551.205,3520.611,3511.985,1942676.62,-17.139,-0.48,3512.809,3529.1079999999997,3474.685,2053797.77,2154595.76,1976706.45,0.04669057521824898,0.4484336554769379
246,2015-03-11,3524.575,3568.9159999999997,3524.653,3512.218,1889478.25,4.042,0.12,3511.5759999999996,3533.7,3480.83,2032365.47,2178004.24,1975528.19,0.04225881244777735,0.43941404058597244
247,2015-03-12,3557.6859999999997,3603.341,3592.844,3536.534,2656646.25,68.191,1.94,3530.8759999999997,3536.355,3492.125,2128677.12,2214340.41,1983145.2,0.04603626040573415,0.8469815885200775
248,2015-03-13,3604.671,3641.3920000000003,3617.657,3594.742,2468647.75,24.813000000000002,0.69,3558.703,3540.837,3507.386,2259370.57,2238418.74,2010245.49,0.05323523031788864,0.9075412199272235
249,2015-03-16,3641.7729999999997,3705.739,3705.671,3621.119,2754383.0,88.014,2.43,3592.2870000000003,3551.277,3525.3740000000003,2342366.37,2265680.91,2061787.73,0.07732395789802332,1.0622522571478394
250,2015-03-17,3733.961,3762.575,3757.1220000000003,3716.809,3716256.75,51.451,1.39,3639.5890000000004,3576.199,3542.883,2697082.4,2375440.09,2167946.03,0.10325206938001821,0.9899732040692252
251,2015-03-18,3769.086,3846.055,3846.055,3763.848,4151900.0,88.93299999999999,2.37,3703.87,3607.723,3563.4790000000003,3149566.75,2590966.11,2303234.14,0.13705305434708803,0.9820155361468826
252,2015-03-19,3851.2490000000003,3859.1259999999997,3839.739,3809.7059999999997,3915476.25,-6.316,-0.16,3753.2490000000003,3642.062,3583.323,3401332.75,2765004.94,2420967.11,0.14967537861568636,0.8626251973515506
253,2015-03-20,3852.492,3916.863,3892.574,3832.4159999999997,4018175.5,52.835,1.38,3808.232,3683.468,3604.46,3711238.3,2985304.44,2521330.89,0.15612134635240343,0.863620352273955
254,2015-03-23,3923.083,3972.296,3972.0609999999997,3922.21,3911199.25,79.487,2.04,3861.51,3726.8990000000003,3628.0890000000004,3942601.55,3142483.96,2634070.19,0.1712806627520872,0.8840588382320006
255,2015-03-24,3980.066,3989.8579999999997,3973.046,3883.782,4685813.0,0.985,0.03,3904.695,3772.1420000000003,3650.625,4136512.8,3416797.6,2785696.68,0.16832470055909377,0.8164114890832506
256,2015-03-25,3961.578,3980.716,3940.4120000000003,3913.988,3799688.5,-32.634,-0.82,3923.566,3813.718,3673.7090000000003,4066070.5,3607818.63,2892911.43,0.14690192644057823,0.7261411654883609
257,2015-03-26,3921.745,3991.9970000000003,3949.9990000000003,3892.8779999999997,3467563.25,9.587,0.24,3945.618,3849.434,3692.8940000000002,3976487.9,3688910.33,2951625.37,0.12659573895099732,0.7063633951797615
258,2015-03-27,3957.542,3993.032,3971.697,3932.87,2987560.75,21.698,0.55,3961.4429999999998,3884.8379999999997,3712.837,3770364.95,3740801.63,2989610.18,0.09844788468542505,0.7271106851857944
259,2015-03-30,3999.0240000000003,4101.651,4088.178,3999.0240000000003,4282970.0,116.48100000000001,2.93,3984.6659999999997,3923.0879999999997,3737.183,3844719.1,3893660.33,3079670.62,0.09424406185364374,0.9465168984768764
260,2015-03-31,4138.885,4166.018,4051.204,4037.7709999999997,4360656.5,-36.974000000000004,-0.9,4000.298,3952.4959999999996,3764.348,3779687.8,3958100.3,3166770.19,0.08061876844176614,0.8097722420248389
261,2015-04-01,4057.5009999999997,4139.499,4123.895,4046.9390000000003,3295128.5,72.691,1.79,4036.995,3980.281,3794.002,3678775.8,3872423.15,3231694.63,0.08699388791627731,0.9147590498640207
262,2015-04-02,4149.946,4156.842000000001,4124.776,4068.6490000000003,3390704.75,0.8809999999999999,0.02,4071.95,4008.784,3825.423,3663404.1,3819946.0,3292475.47,0.08177159636178254,0.8538442427367677
263,2015-04-03,4104.6720000000005,4170.558,4170.538,4092.383,3213037.75,45.762,1.11,4111.718,4036.5809999999997,3860.0240000000003,3708499.5,3739432.23,3362368.33,0.08445740035249329,0.8929301658694586
264,2015-04-07,4213.894,4260.471,4260.044,4197.019,4153626.5,89.506,2.15,4146.090999999999,4065.3790000000004,3896.139,3682630.8,3763674.95,3453079.46,0.10518505819244905,0.9552322454796727
265,2015-04-08,4277.45,4304.78,4295.803,4204.826,4586767.0,35.759,0.84,4195.0109999999995,4097.655,3934.8979999999997,3727852.9,3753770.35,3585283.98,0.12044217736719481,0.9014917482045339
266,2015-04-09,4316.958,4332.166,4262.138,4212.611,4396999.0,-33.665,-0.78,4222.66,4129.827,3971.7729999999997,3948227.0,3813501.4,3710660.01,0.11595296611636177,0.7763004247347055
267,2015-04-10,4249.383,4351.687,4344.416,4231.196,3481901.75,82.27799999999999,1.93,4266.588,4169.269,4009.3509999999997,3966466.4,3814935.25,3751922.79,0.11403106621064549,0.8684002019871969
268,2015-04-13,4394.0470000000005,4432.024,4421.073,4361.589,4341530.5,76.657,1.76,4316.695,4214.207,4049.522,4192164.95,3950332.23,3845566.93,0.11465319666249693,0.9281423476756983
269,2015-04-14,4432.126,4474.353,4438.184,4385.907999999999,4344321.5,17.111,0.39,4352.323,4249.207,4086.1479999999997,4230303.95,3956467.38,3925063.85,0.1228779994585751,0.8619317559959994
270,2015-04-15,4439.314,4475.997,4380.513,4379.609,4721541.5,-57.67100000000001,-1.3,4369.265,4282.138,4117.317,4257258.85,3992555.88,3975328.09,0.10810562332860951,0.7125082529787469
271,2015-04-16,4355.491,4513.765,4513.545999999999,4335.63,4226037.5,133.033,3.04,4419.545999999999,4321.103,4150.692,4223066.55,4085646.78,3979034.96,0.11289727179524471,0.8944789350866712
272,2015-04-17,4578.679,4630.27,4596.1359999999995,4553.904,5528026.5,82.59,1.83,4469.89,4368.2390000000005,4188.512,4632291.5,4299378.95,4059662.48,0.11772259864471588,0.9431718591915214
273,2015-04-20,4615.034000000001,4671.168,4521.919,4492.6,6864391.0,-74.217,-1.61,4490.06,4403.377,4219.979,5136863.6,4664514.28,4201973.25,0.1052997915430508,0.7556572521243871
