,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,avg_gain,avg_loss,rs,rsi
29,2014-04-21,2209.942,2231.7070000000003,2187.248,2186.755,56278280.0,-37.231,-1.67,2219.7039999999997,2238.749,2202.8920000000003,55053208.0,70626873.2,69306034.0,7.483013339663126,10.056931791400402,0.744065237278609,42.66269525786935
30,2014-04-22,2184.0170000000003,2196.849,2196.795,2165.075,57094696.0,9.547,0.44,2213.17,2234.697,2203.904,52828521.6,66614430.8,66936169.6,7.689412005696814,9.051238612260361,0.849542514024668,45.93257562790672
31,2014-04-23,2191.231,2205.594,2194.6679999999997,2187.388,47763532.0,-2.127,-0.1,2205.599,2230.302,2204.915,52045626.4,64755057.2,64980470.6,6.920470805127133,8.358814751034325,0.8279248926136076,45.293157063462395
32,2014-04-24,2192.769,2209.4539999999997,2190.474,2186.763,45058912.0,-4.194,-0.19,2198.7329999999997,2221.974,2205.887,51390683.2,57806407.6,64319607.4,6.228423724614419,7.942333275930894,0.7842057879250108,43.95265351296857
33,2014-04-25,2195.815,2201.712,2167.826,2167.64,60245384.0,-22.648000000000003,-1.03,2187.402,2211.69,2206.492,53288160.8,54769356.4,63768119.8,5.605581352152977,9.412899948337804,0.595521187191929,37.324555259590696
34,2014-04-28,2165.7729999999997,2171.385,2134.969,2132.695,60485188.0,-32.857,-1.52,2176.946,2198.325,2205.643,54129542.4,54591375.2,63288075.6,5.045023216937679,11.757309953504024,0.4290967267928591,30.025730151648077
35,2014-04-29,2134.413,2159.379,2158.47,2131.783,48204932.0,23.500999999999998,1.1,2169.281,2191.226,2206.251,52351589.6,52590055.6,62925447.8,6.89062089524391,10.58157895815362,0.6511902356438357,39.43762636107899
36,2014-04-30,2158.762,2164.175,2158.659,2153.124,45334624.0,0.18899999999999997,0.01,2162.08,2183.839,2206.028,51865808.0,51955717.2,62748858.8,6.220458805719519,9.523421062338258,0.6531748165918255,39.51032946040193
37,2014-05-05,2152.59,2161.703,2156.47,2131.232,49344072.0,-2.189,-0.1,2155.279,2177.006,2204.815,52722840.0,52056761.6,61964099.6,5.598412925147567,8.78997895610443,0.6369085697593853,38.90923302167125
38,2014-05-06,2151.388,2173.618,2157.328,2150.112,48086520.0,0.858,0.04,2153.179,2170.291,2204.431,50291067.2,51789614.0,60791624.0,5.12437163263281,7.910981060493988,0.6477542536693707,39.31133858261279
39,2014-05-07,2151.472,2153.723,2137.3160000000003,2136.99,44607472.0,-20.012,-0.93,2153.649,2165.298,2202.024,47115524.0,50622533.2,60624703.2,4.611934469369529,9.121082954444589,0.5056345274353843,33.58281961670039
40,2014-05-08,2132.036,2168.206,2135.496,2128.3179999999998,48332452.0,-1.82,-0.09,2149.054,2159.1679999999997,2196.933,47141028.0,49746308.8,58180369.8,4.150741022432576,8.390974659000129,0.49466732901886507,33.09548013895349
41,2014-05-09,2138.84,2141.5589999999997,2133.05,2120.595,38183432.0,-2.4459999999999997,-0.12,2143.9320000000002,2153.006,2191.654,45710789.6,48788298.8,56771678.0,3.7356669201893182,7.796477193100117,0.4791480597795353,32.39351575466702
42,2014-05-12,2150.313,2184.3320000000003,2180.054,2139.4829999999997,83472560.0,46.143,2.16,2148.649,2151.964,2186.969,52536487.2,52629663.6,55218035.6,7.9764002281703865,7.016829473790105,1.1367527539274762,53.20001351761726
43,2014-05-13,2180.0589999999997,2185.0460000000003,2174.8520000000003,2167.7670000000003,64912520.0,-5.202000000000001,-0.24,2152.154,2152.666,2182.178,55901687.2,53096377.2,53932866.8,7.178760205353347,6.8353465264110955,1.0502408586917042,51.22524284107194
44,2014-05-14,2175.094,2184.221,2172.3720000000003,2168.9970000000003,48514208.0,-2.48,-0.11,2159.165,2156.407,2177.366,56683034.4,51899279.2,53245327.2,6.460884184818012,6.399811873769986,1.0095428291100765,50.2374378135126
45,2014-05-15,2169.278,2171.453,2144.084,2142.3379999999997,46734032.0,-28.288,-1.3,2160.882,2154.968,2173.097,56363350.4,51752189.2,52171122.4,5.814795766336211,8.588630686392987,0.6770340906087186,40.37091997116012
46,2014-05-16,2143.926,2150.5,2145.952,2132.186,42253196.0,1.868,0.09,2163.4629999999997,2153.697,2168.768,57177303.2,51444046.4,51699881.8,5.42011618970259,7.729767617753689,0.7012004057216022,41.217977809273584
47,2014-05-19,2139.362,2139.362,2115.143,2105.7129999999997,42893608.0,-30.809,-1.44,2150.481,2149.565,2163.285,49061512.8,50799000.0,51427880.8,4.878104570732331,10.03769085597832,0.48597876152232705,32.70428717463369
48,2014-05-20,2124.708,2131.567,2115.771,2110.72,37299684.0,0.628,0.03,2138.6639999999998,2145.409,2157.85,43538945.6,49720316.4,50754965.2,4.453094113659098,9.03392177038049,0.4929303382125196,33.01763823774279
49,2014-05-21,2106.762,2136.1,2135.905,2096.514,38946040.0,20.134,0.95,2131.371,2145.268,2155.283,41625312.0,49154173.2,49888353.2,6.021184702293189,8.130529593342441,0.7405648836483595,42.54738738012902
50,2014-05-22,2134.087,2160.909,2130.868,2128.8579999999997,46252736.0,-5.037,-0.24,2128.728,2144.805,2151.986,41529052.8,48946201.6,49346255.2,5.41906623206387,7.821176634008198,0.6928709688642726,40.92875249252526
51,2014-05-23,2130.775,2148.583,2148.4139999999998,2128.663,37623104.0,17.546,0.82,2129.22,2146.341,2149.674,40603034.4,48890168.8,48839233.8,6.631759608857483,7.039058970607378,0.9421372425702593,48.5103329424556
52,2014-05-26,2161.8920000000003,2165.4210000000003,2155.976,2147.445,39550656.0,7.562,0.35,2137.387,2143.9339999999997,2147.949,39934444.0,44497978.4,48563821.0,6.724783647971735,6.335153073546641,1.061502945532927,51.491701616682086
53,2014-05-27,2154.395,2160.027,2147.28,2145.752,35897172.0,-8.696,-0.4,2143.689,2141.177,2146.9210000000003,39653941.6,41596443.6,47346410.4,6.052305283174562,6.571237766191977,0.9210297205060446,47.944584650331365
54,2014-05-28,2147.467,2171.172,2169.3520000000003,2142.007,50056260.0,22.072,1.03,2150.3779999999997,2140.875,2148.641,41875985.6,41750648.8,46824964.0,7.654274754857106,5.91411398957278,1.2942386244756894,56.41255493950488
55,2014-05-29,2171.26,2178.092,2155.1639999999998,2154.925,44891556.0,-14.187999999999999,-0.65,2155.237,2141.9829999999997,2148.475,41603749.6,41566401.2,46659295.2,6.8888472793713955,6.741502590615502,1.0218563572104837,50.54050222540633
56,2014-05-30,2156.381,2166.907,2156.464,2146.218,43923864.0,1.3,0.06,2156.847,2143.034,2148.366,42863901.6,41733468.0,46588757.2,6.329962551434256,6.067352331553952,1.0432825070195066,51.0591415252373
57,2014-06-03,2157.64,2168.995,2149.9179999999997,2149.291,41982952.0,-6.546,-0.3,2155.636,2146.511,2148.038,43350360.8,41642402.4,46220701.2,5.69696629629083,6.115217098398556,0.9316049135496338,48.22957878263316
58,2014-06-04,2149.407,2149.452,2128.274,2117.313,41817248.0,-21.644000000000002,-1.01,2151.834,2147.761,2146.585,44534376.0,42094158.8,45907237.6,5.127269666661747,7.668095388558702,0.668649698113037,40.07130429287631
59,2014-06-05,2126.607,2150.93,2150.6020000000003,2123.524,36477424.0,22.328000000000003,1.05,2148.084,2149.231,2147.25,41818608.8,41847297.2,45500735.2,6.847342699995574,6.901285849702832,0.9921836088401437,49.803823524970994
60,2014-06-06,2149.214,2149.783,2134.716,2123.98,35738056.0,-15.886,-0.74,2143.995,2149.616,2147.2110000000002,39987908.8,40795829.2,44871015.4,6.162608429996016,7.799757264732548,0.7901025917640951,44.13727991899456
61,2014-06-09,2128.225,2153.903,2134.281,2126.665,39311060.0,-0.435,-0.02,2139.558,2148.203,2147.272,39065348.0,40964624.8,44927396.8,5.546347586996414,7.063281538259294,0.7852366576291507,43.985017575875304
62,2014-06-10,2138.6710000000003,2161.526,2161.268,2132.447,50507904.0,26.987,1.26,2141.828,2148.732,2146.333,40770338.4,42060349.6,43279164.0,7.690412828296772,6.356953384433365,1.2097639172765882,54.74629700567992
63,2014-06-11,2156.151,2163.61,2160.766,2152.08,42563720.0,-0.502,-0.02,2148.327,2150.08,2145.629,40919632.8,42727004.4,42161724.0,6.921371545467094,5.771458045990029,1.1992414205065596,54.5297760093266
64,2014-06-12,2156.761,2160.988,2153.41,2148.413,43025844.0,-7.356,-0.34,2148.888,2148.486,2144.68,42229316.8,42023962.8,41887305.8,6.229234390920385,5.929912241391026,1.0504766575532227,51.23085179651484
65,2014-06-13,2150.987,2183.645,2176.242,2150.569,59252876.0,22.831999999999997,1.06,2157.1929999999998,2150.594,2146.288,46932280.8,43460094.8,42513248.0,7.889510951828346,5.336921017251923,1.4782888722401963,59.649578739540914
66,2014-06-16,2176.438,2196.343,2191.855,2174.277,63296876.0,15.613,0.72,2168.708,2154.133,2148.583,51729444.0,45397396.0,43565432.0,8.661859856645512,4.803228915526731,1.8033410459879438,64.3282788788339
67,2014-06-17,2185.681,2185.681,2169.674,2168.445,49933664.0,-22.180999999999997,-1.01,2170.389,2156.109,2151.31,51614596.0,46192467.2,43917434.8,7.79567387098096,6.541006023974058,1.1918157302421526,54.37572665428769
68,2014-06-18,2169.252,2172.549,2160.239,2158.4970000000003,49463896.0,-9.435,-0.43,2170.284,2159.305,2153.533,52994631.2,46957132.0,44525645.4,7.016106483882863,6.830405421576652,1.027187414339945,50.67056982861146
69,2014-06-19,2161.426,2166.407,2126.907,2119.498,53162644.0,-33.332,-1.54,2164.9829999999997,2156.936,2153.084,55021991.2,48625654.0,45236475.6,6.3144958354945775,9.480564879418987,0.6660463712665989,39.97766105154938
70,2014-06-20,2124.9629999999997,2137.034,2136.729,2120.8070000000002,42393720.0,9.822000000000001,0.46,2157.081,2157.137,2153.377,51650160.0,49291220.4,45043524.8,6.665246251945119,8.532508391477089,0.7811590620412243,43.85678284936602
71,2014-06-23,2137.926,2147.2270000000003,2134.11,2132.4539999999997,41179256.0,-2.6189999999999998,-0.12,2145.532,2157.12,2152.661,47226636.0,49478040.0,45221332.4,5.998721626750607,7.941157552329381,0.7553963748006738,43.03280932128218
72,2014-06-24,2131.686,2145.2129999999997,2144.821,2130.292,40164356.0,10.710999999999999,0.5,2140.561,2155.475,2152.104,45272774.4,48443685.2,45252017.4,6.469949464075546,7.147041797096444,0.9052625754482122,47.513796109454866
73,2014-06-25,2141.726,2141.726,2133.371,2126.035,37666100.0,-11.45,-0.53,2135.188,2152.736,2151.408,42913215.2,47953923.2,45340463.8,5.822954517667991,7.5773376173868,0.7684697200645728,43.453937115559626
74,2014-06-26,2135.156,2151.114,2149.076,2134.891,44351168.0,15.705,0.74,2139.621,2152.302,2150.394,41150920.0,48086455.6,45055209.2,6.811159065901192,6.81960385564812,0.9987616891060418,49.96902304810255
75,2014-06-27,2146.374,2159.526,2150.258,2138.927,52722896.0,1.182,0.06,2142.327,2149.7039999999997,2150.149,43216755.2,47433457.6,45446776.2,6.248243159311073,6.137643470083308,1.0180198947310741,50.44647465513405
76,2014-06-30,2152.306,2168.221,2165.118,2152.306,54304188.0,14.86,0.69,2148.529,2147.03,2150.5820000000003,45841741.6,46534188.8,45965792.4,7.109418843379966,5.523879123074977,1.2870337465716242,56.27524073490174
77,2014-07-01,2169.199,2171.15,2164.5589999999997,2157.133,53323100.0,-0.5589999999999999,-0.03,2152.476,2146.519,2151.314,48473490.4,46873132.4,46532799.8,6.398476959041969,5.027391210767479,1.2727231064369826,55.999919340472125
78,2014-07-02,2163.998,2171.51,2170.867,2155.609,59685500.0,6.308,0.29,2159.976,2147.5820000000003,2153.4429999999998,52877370.4,47895292.8,47426212.4,6.389429263137773,4.524652089690731,1.4121371403772403,58.5429873260188
79,2014-07-03,2169.0029999999997,2184.964,2180.192,2164.843,63690688.0,9.325,0.43,2166.199,2152.91,2154.923,56745274.4,48948097.2,48786875.6,6.682986336823996,4.072186880721658,1.6411295779332362,62.137412402820075
80,2014-07-04,2180.445,2183.798,2178.695,2174.073,52851104.0,-1.4969999999999999,-0.07,2171.886,2157.107,2157.1220000000003,56770916.0,49993835.6,49642528.0,6.014687703141596,3.814668192649492,1.5767263099661815,61.19106650433803
81,2014-07-07,2178.5460000000003,2186.202,2176.2889999999998,2171.083,50242336.0,-2.406,-0.11,2174.12,2161.325,2159.222,55958545.6,50900143.6,50189091.8,5.413218932827436,3.673801373384543,1.473465324512204,59.57089068159014
82,2014-07-08,2174.828,2180.778,2180.473,2163.359,50743600.0,4.184,0.19,2177.303,2164.89,2160.183,55442645.6,51958068.0,50200876.6,5.290297039544692,3.3064212360460887,1.60000697487383,61.538564716791704
83,2014-07-09,2178.135,2178.51,2148.71,2148.26,62022048.0,-31.763,-1.46,2172.8720000000003,2166.424,2159.58,55909955.2,54393662.8,51173793.0,4.761267335590222,6.15207911244148,0.773928171040813,43.62793170969982
84,2014-07-10,2146.601,2151.774,2142.847,2139.522,55732496.0,-5.8629999999999995,-0.27,2165.403,2165.801,2159.052,54318316.8,55531795.6,51809125.6,4.2851406020312,6.123171201197332,0.6998237451197312,41.17037117106735
85,2014-07-11,2136.317,2154.735,2148.009,2134.795,61374272.0,5.162000000000001,0.24,2159.266,2165.576,2157.64,56022950.4,56396933.2,51915195.4,4.37282654182808,5.510854081077598,0.7934934363155943,44.24289602897472
86,2014-07-14,2149.542,2171.902,2171.758,2145.278,66158864.0,23.749000000000002,1.11,2158.359,2166.24,2156.635,59206256.0,57582400.8,52058294.8,6.310443887645272,4.9597686729698385,1.2723262522376206,55.99223487317135
87,2014-07-15,2170.089,2176.272,2174.976,2165.206,71815696.0,3.218,0.15,2157.26,2167.282,2156.9,63420675.2,59431660.4,53152396.4,6.001199498880744,4.463791805672854,1.3444174280830168,57.34548003178428
88,2014-07-16,2172.824,2183.248,2170.868,2166.774,81560232.0,-4.1080000000000005,-0.19,2161.692,2167.282,2157.4320000000002,67328312.0,61619133.6,54757213.2,5.40107954899267,4.4282126251055685,1.2196974278903123,54.94881476028743
89,2014-07-17,2166.831,2166.9320000000002,2157.0679999999998,2147.084,59453568.0,-13.8,-0.64,2164.536,2164.969,2158.94,68072526.4,61195421.6,55071759.4,4.860971594093403,5.365391362595011,0.9059863979320902,47.533728410393955
90,2014-07-18,2147.663,2176.325,2164.144,2145.446,65473296.0,7.0760000000000005,0.33,2167.763,2163.514,2160.31,68892331.2,62457640.8,56225738.2,5.0824744346840625,4.82885222633551,1.0525222550744775,51.27945640892873
91,2014-07-21,2164.223,2171.94,2166.295,2158.955,54172260.0,2.151,0.1,2166.67,2162.515,2161.92,66495010.4,62850633.2,56875388.4,4.789326991215655,4.3459670037019595,1.102016418241564,52.4266322887931
92,2014-07-22,2162.436,2197.592,2192.698,2162.236,78542584.0,26.403000000000002,1.22,2170.215,2163.737,2164.314,67840388.0,65630531.6,58794299.8,6.95069429209409,3.9113703033317635,1.7770483879200558,63.990544624648166
93,2014-07-23,2191.394,2210.282,2197.833,2190.555,84213872.0,5.135,0.23,2175.6079999999997,2168.65,2167.5370000000003,68371116.0,67849714.0,61121688.4,6.769124862884681,3.520233272998587,1.9229194027583971,65.78763002988427
94,2014-07-24,2199.833,2239.815,2237.015,2199.833,119435536.0,39.181999999999995,1.78,2191.597,2178.0660000000003,2171.9339999999997,80367509.6,74220018.0,64875906.8,10.010412376596213,3.1682099456987283,3.159642999728189,75.95947536686815
95,2014-07-25,2243.067,2260.89,2260.4539999999997,2239.0660000000003,98972840.0,23.439,1.05,2210.859,2189.311,2177.4429999999998,87067418.4,77979874.8,67188404.0,11.353271138936591,2.8513889511288553,3.981663439651707,79.92638378497294
96,2014-07-28,2272.383,2331.472,2323.897,2272.383,179869328.0,63.443000000000005,2.81,2242.379,2204.525,2185.382,112206832.0,89350921.2,73466661.0,16.562244025042933,2.56625005601597,6.453869912722124,86.58415008969745
97,2014-07-29,2326.038,2342.77,2331.369,2316.217,134269648.0,7.472,0.32,2270.114,2220.1639999999998,2193.723,123352244.8,95596316.4,77513988.4,15.65321962253864,2.3096250504143727,6.777385627909723,87.14220886243025
98,2014-07-30,2324.69,2339.038,2322.011,2316.058,123022832.0,-9.357999999999999,-0.4,2294.949,2235.278,2201.28,131114036.8,99742576.4,80680855.0,14.087897660284776,3.0144625453729352,4.673435960220858,82.37399686871461
99,2014-07-31,2321.967,2350.551,2350.251,2316.585,110987768.0,28.24,1.22,2317.596,2254.597,2209.783,129424483.2,104895996.4,83045709.0,15.5031078942563,2.713016290835642,5.714343827062371,85.10651188326894
100,2014-08-01,2341.2270000000003,2371.5,2329.402,2328.966,126317392.0,-20.849,-0.89,2331.386,2271.123,2217.3179999999998,134893393.6,110980406.0,86719023.4,13.952797104830669,4.5266146617520775,3.082391179157733,75.5045522069172
101,2014-08-04,2336.63,2375.62,2375.62,2332.138,116713752.0,46.218,1.98,2341.731,2292.055,2227.285,122262278.4,117234555.2,90042594.2,17.1793173943476,4.07395319557687,4.216866657427324,80.83140579074824
102,2014-08-05,2376.797,2380.774,2369.353,2353.795,111861792.0,-6.267,-0.26,2349.327,2309.721,2236.729,117780707.2,120566476.0,93098503.8,15.46138565491284,4.293257876019183,3.6013177175485733,78.26709518044831
103,2014-08-06,2358.206,2371.667,2363.221,2334.334,116341832.0,-6.132000000000001,-0.26,2357.569,2326.259,2247.4539999999997,116444507.2,123779272.0,95814493.0,13.915247089421555,4.477132088417265,3.1080715990983436,75.65767840513091
104,2014-08-07,2363.6079999999997,2369.2039999999997,2327.4570000000003,2326.268,116729208.0,-35.764,-1.51,2353.011,2335.304,2256.685,117592795.2,123508639.2,98864328.6,12.5237223804794,7.605818879575539,1.6465975036705471,62.21563729984982
105,2014-08-08,2329.1839999999997,2339.27,2331.134,2319.288,86739696.0,3.677,0.16,2353.357,2342.3720000000003,2265.841,109677256.0,122285324.8,100132599.8,11.639050142431461,6.845236991617985,1.7003136862439556,62.96726542941143
106,2014-08-11,2338.008,2367.004,2365.349,2337.014,91601168.0,34.215,1.47,2351.303,2346.5170000000003,2275.521,104654739.2,113458508.8,101404715.0,13.896645128188316,6.160713292456187,2.2556876888273316,69.28452309993558
107,2014-08-12,2361.17,2361.17,2357.052,2344.716,91822608.0,-8.297,-0.35,2348.843,2349.085,2284.625,100646902.4,109213804.8,102405060.6,12.506980615369484,6.3743419632105685,1.9620818411615442,66.23996048644415
108,2014-08-13,2358.459,2370.513,2358.901,2335.694,110447792.0,1.849,0.08,2347.979,2352.774,2294.026,99468094.4,107956300.8,103849438.6,11.441182553832537,5.736907766889511,1.9943117475001382,66.60334379561947
109,2014-08-14,2357.198,2363.18,2335.945,2334.08,97969496.0,-22.956,-0.97,2349.676,2351.343,2302.97,95716152.0,106654473.6,105775235.0,10.297064298449282,7.45881699020056,1.380522449066337,57.992414631829696
110,2014-08-15,2337.985,2366.902,2360.635,2333.123,93592544.0,24.69,1.06,2355.576,2354.467,2312.795,97086721.6,103381988.8,107181197.4,11.736357868604355,6.7129352911805045,1.748319827248097,63.614132893648566
111,2014-08-18,2366.272,2379.804,2374.562,2361.197,104509552.0,13.927,0.59,2357.419,2354.361,2323.208,99668398.4,102161568.8,109698062.0,11.955422081743919,6.041641762062454,1.9788366395399548,66.42984758793494
112,2014-08-19,2378.886,2379.474,2374.768,2358.965,115850016.0,0.20600000000000002,0.01,2360.962,2354.902,2332.311,104473880.0,102560391.2,111563433.6,10.780479873569528,5.437477585856209,1.982625160903902,66.47248829293238
113,2014-08-20,2371.649,2375.475,2366.14,2360.837,101288088.0,-8.628,-0.36,2362.41,2355.194,2340.7270000000003,102641939.2,101055016.8,112417144.4,9.702431886212576,5.7565298272705885,1.6854654066498436,62.76250673258479
114,2014-08-21,2365.731,2367.46,2354.244,2333.299,100690208.0,-11.895999999999999,-0.5,2366.07,2357.873,2346.5879999999997,103186081.6,99451116.8,111479878.0,8.732188697591319,6.37047684454353,1.3707276410667206,57.81885769256712
115,2014-08-22,2352.3160000000003,2368.4570000000003,2365.364,2350.986,89823936.0,11.12,0.47,2367.016,2361.2960000000003,2351.834,102432360.0,99759540.8,111022432.8,8.970969827832187,5.733429160089178,1.5646778877603944,61.0087487098331
116,2014-08-25,2367.019,2367.606,2342.863,2338.455,97373720.0,-22.500999999999998,-0.95,2360.676,2359.047,2352.782,101005193.6,100336796.0,106897652.4,8.07387284504897,7.4101862440802595,1.0895640917930918,52.14312861100697
117,2014-08-26,2339.6,2350.391,2324.092,2317.1839999999997,93844224.0,-18.771,-0.8,2350.541,2355.751,2352.4179999999997,96604035.2,100538957.6,104876381.2,7.266485560544072,8.546267619672234,0.8502525176976328,45.95332310400783
118,2014-08-27,2323.79,2336.737,2327.595,2322.885,67676224.0,3.503,0.15,2342.8320000000003,2352.621,2352.697,89881662.4,96261800.8,102109050.8,6.890137004489665,7.691640857705011,0.8957954657474095,47.25169365220767
119,2014-08-28,2328.0589999999997,2336.363,2311.278,2309.639,70490656.0,-16.317,-0.7,2334.238,2350.154,2350.749,83841752.0,93513916.8,100084195.2,6.201123304040698,8.554176771934511,0.7249234460978208,42.02641269314107
120,2014-08-29,2317.304,2338.774,2338.2870000000003,2313.262,63211424.0,27.009,1.17,2328.823,2347.919,2351.1929999999998,78519249.6,90475804.8,96928896.8,8.281910973636629,7.698759094741059,1.0757462172434924,51.82455390293521
121,2014-09-01,2340.925,2355.552,2355.317,2338.53,77320872.0,17.03,0.73,2331.314,2345.995,2350.178,74508680.0,87756936.8,94959252.8,9.156719876272966,6.928883185266953,1.3215289724819022,56.92493990583631
