date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2016-12-13,3394.21,3416.21,3405.04,3370.6,1211051.0,-4.14,-0.12,3450.762,3481.436,3479.566,1381210.37,1542073.04,1565201.29
2016-12-12,3489.27,3495.8,3409.18,3400.79,1874677.5,-84.52,-2.42,3461.584,3497.336,3480.807,1370058.35,1657886.29,1571931.91
2016-12-09,3464.87,3507.93,3493.7,3461.76,1503033.12,23.56,0.68,3473.63,3509.926,3481.861,1356827.55,1677794.03,1584821.58
2016-12-08,3481.81,3484.34,3470.14,3466.51,1173839.25,-5.61,-0.16,3480.68,3512.686,3478.037,1448931.88,1681112.21,1609060.68
2016-12-07,3458.37,3475.75,3475.75,3445.76,1143451.0,16.6,0.48,3499.66,3514.546,3474.06,1574505.55,1709474.59,1617721.48
2016-12-06,3466.24,3477.59,3459.15,3456.81,1155290.88,-10.26,-0.3,3512.11,3514.444,3467.925,1702935.7,1757517.99,1630103.96
2016-12-05,3473.69,3496.88,3469.41,3457.34,1808523.5,-59.54,-1.69,3533.088,3515.365,3463.524,1945714.22,1810512.35,1623913.56
2016-12-02,3559.77,3562.55,3528.95,3516.79,1963554.75,-36.09,-1.01,3546.222,3512.535,3457.883,1998760.5,1776094.53,1583426.38
2016-12-01,3543.96,3575.97,3565.04,3543.25,1801707.62,27.04,0.76,3544.692,3501.386,3449.144,1913292.55,1695690.25,1537283.47
2016-11-30,3557.64,3567.07,3538.0,3527.02,1785601.75,-26.04,-0.73,3529.432,3488.536,3439.146,1844443.63,1637081.21,1510309.84
2016-11-29,3525.9,3583.72,3564.04,3521.38,2369183.5,28.96,0.82,3516.778,3477.695,3428.914,1812100.28,1588329.55,1466628.3
2016-11-28,3538.68,3553.36,3535.08,3528.32,2073754.88,13.78,0.39,3497.642,3464.278,3418.664,1675310.48,1485977.53,1385638.23
2016-11-25,3490.04,3521.3,3521.3,3463.95,1536215.0,32.56,0.93,3478.848,3453.795,3408.724,1553428.55,1491849.14,1317626.92
2016-11-24,3468.81,3508.16,3488.74,3467.01,1457463.0,14.01,0.4,3458.08,3443.387,3399.666,1478087.95,1537009.14,1287382.82
2016-11-23,3473.89,3492.96,3474.73,3465.76,1623885.0,6.37,0.18,3447.64,3433.574,3392.514,1429718.8,1525968.38,1253324.59
2016-11-22,3443.22,3469.22,3468.36,3443.22,1685234.5,27.25,0.79,3438.612,3421.406,3386.517,1364558.82,1502689.94,1221142.74
2016-11-21,3412.65,3463.14,3441.11,3412.08,1464345.25,23.65,0.69,3430.914,3411.682,3381.472,1296644.57,1437314.77,1192476.86
2016-11-18,3437.49,3443.12,3417.46,3413.27,1159512.0,-19.08,-0.56,3428.742,3403.23,3377.795,1430269.72,1390758.23,1195766.77
2016-11-17,3423.47,3437.67,3436.54,3412.88,1215617.25,6.95,0.2,3428.694,3396.901,3373.309,1595930.32,1378876.69,1192683.76
2016-11-16,3432.43,3435.64,3429.59,3419.24,1298085.12,-0.28,-0.01,3419.508,3389.756,3367.412,1622217.95,1383538.46,1171522.33
2016-11-15,3428.87,3434.92,3429.87,3415.99,1345663.25,-0.38,-0.01,3404.2,3380.132,3361.745,1640821.05,1344927.06,1157201.93
2016-11-14,3409.22,3452.62,3430.25,3408.14,2132471.0,13.03,0.38,3392.45,3373.05,3356.318,1577984.96,1285298.93,1141349.13
2016-11-11,3387.95,3422.67,3417.22,3382.89,1987815.0,26.61,0.79,3377.718,3363.653,3348.699,1351246.74,1143404.69,1077782.33
2016-11-10,3374.91,3403.02,3390.61,3374.91,1347055.38,37.56,1.12,3365.108,3355.944,3343.131,1161823.05,1037756.5,1019549.72
2016-11-09,3370.6,3373.1,3353.05,3322.08,1391100.62,-18.07,-0.54,3360.004,3351.453,3338.733,1144858.97,980680.81,992809.05
2016-11-08,3367.7,3383.92,3371.12,3361.13,1031482.81,14.53,0.43,3356.064,3351.628,3336.081,1049033.06,939595.54,957588.91
2016-11-07,3353.44,3362.74,3356.59,3342.31,998779.88,2.42,0.07,3353.65,3351.261,3332.853,992612.9,947638.94,949871.35
2016-11-04,3362.21,3377.64,3354.17,3348.43,1040696.56,-10.92,-0.33,3349.588,3352.36,3329.717,935562.65,1000775.31,940191.98
2016-11-03,3326.9,3379.99,3365.09,3324.84,1262235.0,31.74,0.95,3346.78,3349.717,3324.672,913689.95,1006490.83,910646.17
2016-11-02,3350.71,3356.4,3333.35,3331.38,911971.06,-25.7,-0.77,3342.902,3345.068,3318.637,816502.65,959506.19,875260.69
2016-11-01,3338.71,3359.39,3359.05,3334.46,749382.0,22.77,0.68,3347.192,3343.357,3313.514,830158.01,969476.81,852025.89
2016-10-31,3332.41,3340.47,3336.28,3317.33,713528.62,-3.85,-0.12,3348.872,3339.585,3307.599,902664.99,997399.33,843787.07
2016-10-28,3347.14,3370.75,3340.13,3337.29,931333.06,-5.57,-0.17,3355.132,3333.745,3301.799,1065987.96,1012159.97,843336.73
2016-10-27,3351.46,3352.35,3345.7,3335.13,776298.5,-9.1,-0.27,3352.654,3330.317,3298.576,1099291.7,1001342.93,825767.07
